"","number_samples","species","abstract","project","mentions_brain","url","brain_n_original","brain_n_latest","brain_n_sharq","brain_n_metasra","brain_percent_original","brain_percent_latest","brain_percent_sharq","brain_percent_metasra","criteria_original","criteria_latest","criteria_sharq","criteria_metasra"
"1876",82,"human","Large-scale genomic studies have identified multiple somatic aberrations in breast cancer, including copy number alterations, translocations, and point mutations. Still, identifying causal variants and emergent vulnerabilities that arise as a consequence of genetic alterations remain major challenges. We performed whole genome shRNA Ã¢â¬Ådropout screensÃ¢â¬Â on 77 breast cancer cell lines. Using a new hierarchical linear regression algorithm to score our screen results and integrate them with accompanying detailed genetic and proteomic information, we identify novel vulnerabilities in breast cancer, including new candidate Ã¢â¬Ådrivers,Ã¢â¬Â and reveal general functional genomic properties of cancer cells. Comparisons of gene essentiality with drug sensitivity data suggest potential resistance mechanisms, novel effects of existing anti-cancer drugs, and new opportunities for combination therapy.  Finally, we demonstrate the utility of this large dataset by identifying BRD4 as a potential target in luminal breast cancer, and PIK3CA mutations as a resistance determinant for BET-inhibitors. Additional formatted data can be found at http://neellab.github.io/bfg/. Code and tutorials for the siMEM algorithm can be found at http://neellab.github.io/simem/. Overall design: RNA-Seq expression profiling of 82 breast cancer cell lines without replicates or control samples","SRP064259",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP064259",1,0,0,1,1.21951219512195,0,0,1.21951219512195,FALSE,FALSE,FALSE,FALSE
"748",64,"human","56 breast cancer cell lines were profiled to identify patterns of gene expression associated with subtype and response to therapeutic compounds. Overall design: Cell lines were profiled in their baseline, unperturbed state.","SRP026537",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP026537",1,0,0,1,1.5625,0,0,1.5625,FALSE,FALSE,FALSE,FALSE
"777",60,"human","This dataset was generated with the goal of comparative study of gene expression in three brain regions and two non-neural tissues of humans, chimpanzees, macaque monkeys and mice. Using this dataset, we performed studies of gene expression and gene splicing evolution across species and search of tissue-specific gene expression and splicing patterns. We also used the gene expression information of genes encoding metabolic enzymes in this dataset to support a larger comparative study of metabolome evolution in the same set of tissues and species. Overall design: 120 tissue samples of prefrontal cortex (PFC), primary visual cortex (VC), cerebellar cortex (CBC), kidney and skeletal muscle of humans, chimpanzees, macaques and mice. The data accompanies a large set of metabolite measurements of the same tissue samples. Enzyme expression was used to validate metabolite measurement variation among species.","SRP028336",TRUE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028336",38,36,36,18,63.3333333333333,60,60,30,FALSE,FALSE,FALSE,FALSE
"1336",60,"human","We compared the performance of conventional RNAseq with RNA Capture Sequencing (CaptureSeq) to assemble and quantify known RNA spike-Ins and human transcripts. We find CaptureSeq to be superior for the detection and quantification of the 37% lowest expressed genes, and comparable for the next 45% of moderately expressed genes. CaptureSeq contributes only minor technical variation and measures differential gene expression accurately. We demonstrate these advantages by the targeted sequencing of long noncoding RNAs across 20 human tissues, expanding previous annotations two-fold and simultaneously generating a quantitative atlas of expression. This analysis confirms the use of CaptureSeq as an important method for transcriptional profiling. Overall design: Long noncoding RNA assembly and expression is analysed by targeted RNA sequencing for 20 human tissues and 4 human cell lines","SRP047192",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP047192",2,4,0,2,3.33333333333333,6.66666666666667,0,3.33333333333333,FALSE,FALSE,FALSE,FALSE
"236",58,"human","Noncoding RNAs (ncRNAs) are emerging as key molecules in human cancer, with the potential to serve as novel markers of disease and to reveal uncharacterized aspects of tumor biology. Here we discover 121 unannotated prostate cancerÃ¢â¬âassociated ncRNA transcripts (PCATs) by ab initio assembly of high-throughput sequencing of polyA+ RNA (RNA-Seq) from a cohort of 102 prostate tissues and cells lines. We characterized one ncRNA, PCAT-1, as a prostate-specific regulator of cell proliferation and show that it is a target of the polycomb repressive complex 2 (PRC2). We further found that patterns of PCAT-1 and PRC2 expression stratified patient tissues into molecular subtypes distinguished by expression signatures of PCAT-1Ã¢â¬ârepressed target genes. Taken together, our findings suggest that PCAT-1 is a transcriptional repressor implicated in a subset of prostate cancer patients. These findings establish the utility of RNA-Seq to identify disease-associated ncRNAs that may improve the stratification of cancer subtypes. Overall design: 21 prostate cell lines sequenced on the Illumina Genome Analyzer and GAII.  Variable number of replicates per sample.  RNA-Seq data from prostate cancer tissues used in this study will be made available on dbGAP.","SRP004637",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP004637",0,0,0,12,0,0,0,20.6896551724138,FALSE,FALSE,FALSE,FALSE
"228",53,"human","Prostate adenocarcinoma and matched adjacent normal samples were profiled by deep transcriptional sequencing to analyze transcription-induced chimeras and gene fusions.  Reference samples from the MAQC and brain and universal reference libraries were also sequenced. Overall design: Two-condition experiment plus reference samples: Prostate adenocarcinoma versus matched normal from three separate patients, plus brain and universal reference samples from the MAQC project.","SRP003611",TRUE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP003611",6,6,6,1,11.3207547169811,11.3207547169811,11.3207547169811,1.88679245283019,FALSE,FALSE,FALSE,FALSE
"33",48,"human",NA,"ERP000546",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=ERP000546",2,2,0,1,4.16666666666667,4.16666666666667,0,2.08333333333333,FALSE,FALSE,FALSE,FALSE
"758",36,"human","Epidemiological studies provide strong evidence that consumption of cruciferous vegetables, such as broccoli, can significantly reduce the risk of developing cancers. Sulforaphane (SFN), a phytochemical derived from cruciferous vegetables, induces anti-proliferative and pro-apoptotic responses in prostate cancer cells, but not in normal prostate cells. The mechanisms responsible for these specific chemopreventive properties remain unclear. We utilized RNA sequencing to test the hypothesis that SFN modifies the expression of genes that are critical in prostate cancer progression. Normal prostate epithelial cells, and androgen-dependent and androgen-independent prostate cancer cells were treated with 15 ÃÂµM SFN and the transcriptome was determined at 6 and 24 hour time points. SFN altered the expression of ~3,000 genes in each cell line and the response was highly dynamic over time. SFN influenced the expression of genes in functional groups and pathways that are critical in cancer including cell cycle, apoptosis and angiogenesis, but the specific effects of SFN differed depending on the state of cancer progression. Network analysis suggested that a transcription factor that is overexpressed in many cancers, Specificity protein 1 (Sp1), is a major mediator of SFN-induced changes in gene expression. Nuclear Sp1 protein was significantly decreased by 24 hour SFN treatment in prostate cancer cells, while a related transcription factor, Sp3 protein was only modestly decreased in androgen-independent prostate cancer cells.  Overall, the data show that SFN significantly affects gene expression in normal and cancer cells, with key targets in chemopreventive processes, making it a promising dietary anti-cancer agent. Overall design: Examination of how the transcriptome of normal and prostate cancer cells is altered by treatment with sulforaphane","SRP027258",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP027258",0,0,0,12,0,0,0,33.3333333333333,FALSE,FALSE,FALSE,FALSE
"472",34,"human","MicroRNAs (miRNAs) are small RNAs of ~22 nucleotides in length that are involved in the regulation of a variety of physiological and pathological processes. Advances in high-throughput small RNA sequencing (smRNA-seq), one of the next generation sequencing applications, have reshaped the miRNA research landscape. In this study, we established an integrative database containing analysis pipelines and analysis results of 609 human and mice smRNA-seq results, including public data from GEO and private ones. YM500 collects analysis results for miRNA quantification, for isomiR identification (incl. RNA editing), for arm switching discovery, and, more importantly, for novel miRNA predictions. Wetlab validation on >100 miRNAs confirmed high correlation between miRNA profiling and RT-qPCR results (R=0.84). This database allows researchers to search these 4 different types of analysis results via our interactive web interface. YM500 allows researchers to define the criteria of isomiRs, as well as integrates the information of dbSNP to help researchers to distinguish isomiRs from SNPs. A user-friendly interface is provided to integrate miRNA-related information and existing evidences from hundreds of sequencing datasets. The identified novel miRNAs and isomiRs hold the potentials for both basic research and biotech applications. YM500 is now available on http://ngs.ym.edu.tw/ym500/. Overall design: There are 34 in-house datasets in YM500 . They are 9 human embryonal tumors, 9 human germ cell tumors, and 16 human gliomas.","SRP014675",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP014675",18,22,32,34,52.9411764705882,64.7058823529412,94.1176470588235,100,FALSE,FALSE,TRUE,TRUE
"1877",32,"human","The present study used RNA sequencing to identify the transcriptional landscape of two human neural progenitor cell lines, SK-N-SH and ReNcell CX, as they differentiate into human cortical projection neurons. These cells were collected at two time-points of differentiation (24 h and 72h post transfection with an empty pIRES2-AcGFP vector).","SRP064264",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP064264",1,17,0,16,3.125,53.125,0,50,FALSE,FALSE,FALSE,FALSE
"1855",27,"human","Mycobacterium abscessus is an emerging pathogen causing pulmonary infections in those with inflammatory lung disorders, such as Cystic Fibrosis (CF), and is associated with the highest fatality rate among rapidly growing mycobacteria (RGM). Phenotypically, MAB manifests as either a Smooth (MAB-S) or a Rough (MAB-R) morphotype, which differ in their levels of cell wall glycopeptidolipids (GPLs) and in their pathogenicity in vivo. As one of the primary immune cells encountered by MAB, we sought to examine the early transcriptional events within macrophages, following infection with both MAB-S or MAB-R. We sampled the small RNA (sRNA) transcriptome of THP-1-derived macrophages infected with both MAB-R and MAB-S at 1, 4 and 24 hours post-infection (hpi) using RNA-seq. MAB-S elicited a more robust transcriptional response at the miRNA level, reflecting higher cytokine levels in culture supernatants. However, and a direct comparison identified no differentially expressed miRNAs between MAB-R- and MAB-S-infected cells. Most of the induced miRNAs have previously been associated with mycobacterial infection and overall miRNA expression patterns were similarly highly correlated between the morphotypes. Overall design: THP-1-derived macrophages were infected in parallel with the MAB-R and MAB-S morphotypes. Poly-A selected RNAs were purified and sequenced at 1, 4 and 24 hours post-infection, and compared with uninfected controls.","SRP063500",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP063500",0,0,0,27,0,0,0,100,FALSE,FALSE,FALSE,TRUE
"820",25,"human","We have quantified gene expression in five tissues (brain, heart, kidney, liver and testis) from humans, chimpanzees and rhesus macaques using the Illumina NlaIII Digital Gene Expression (DGE) protocol. This dataset extends a previous microarray study by Khaitovich et al. (Khaitovich et al. 2005) with the rhesus macaque outgroup and complements other previously generated tissue transcriptome profiles from primates (Enard et al. 2002; Khaitovich et al. 2006; Somel et al. 2009; Babbitt et al. 2010; Blekhman et al. 2010; Wetterbom et al. 2010). contributor: Max Planck Institute for Evolutionary Anthropology, Deutscher Platz 6, D-04103 Leipzig, Germany Overall design: Samples were obtained from brain (pre-frontal cortex), heart, kidney, liver, and testis tissues of male humans, chimpanzees and rhesus macaques. Illumina NlaIII DGE libraries for all samples were generated in tissue batches, randomizing species in library preparation and sequencing. Human samples originate from different, probably unrelated, individuals for each tissue. For chimpanzees and rhesus macaques the libraries for all tissues come from the same set of individuals and among these are individuals related at the half- and full-sibling level. Due to limited access to samples, the analysis could not be limited to individuals of similar age. Human individuals vary between 5 and 88 years of age, chimpanzees between 6 years and 35 years of age and rhesus macaques between 3 and 9 years of age.","SRP029889",TRUE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP029889",6,6,6,6,24,24,24,24,FALSE,FALSE,FALSE,FALSE
"438",24,"human","The expansion of the neocortex during mammalian brain evolution results primarily from an increase in neural progenitor cell divisions in its two principal germinal zones during development, the ventricular zone (VZ) and the subventricular zone (SVZ). Using mRNA sequencing, we analyzed the transcriptomes of fetal human and embryonic mouse VZ, SVZ and cortical plate (CP). We describe sets of genes that are up- or down-regulated in each germinal zone. These data suggest that cell adhesion and cell-extracellular matrix (ECM) interactions promote the proliferation and self-renewal of neural progenitors in the developing human neocortex. Notably, relevant ECM-associated genes include distinct sets of collagens, laminins, proteoglycans and integrins, along with specific sets of growth factors and morphogens. Our data establish a basis for identifying novel cell-type markers and open up avenues to unravel the molecular basis of neocortex expansion during evolution. Overall design: Total RNA was isolated from the VZ, inner SVZ (ISVZ), outer SVZ (OSVZ) and CP of six 13-16 weeks post-conception (w.p.c.) human fetuses and from the VZ, SVZ and CP of five E14.5 mouse embryos using laser capture microdissection of Nissl-stained cryosections of dorsolateral telencephalon. Poly A+ RNA was used as template for the preparation of cDNA which were then subjected to single-end 76-bp RNA-Seq.","SRP013825",TRUE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP013825",14,23,23,24,58.3333333333333,95.8333333333333,95.8333333333333,100,FALSE,TRUE,TRUE,TRUE
"847",24,"human","Purpose: The purpose of this experiment is to identify a C9-ALS/FTD specific genomic profile in fibroblast lines that is distinct from sporadic ALS without C9orf72 expansion and non-neurologic control cells. The study will then evaluate the effect on this identified profile of ASO treatment targeting the sense strand RNA transcript of the C9orf72 gene. Methods: Expression profiling was performed on RNAs from fibroblasts of four C9orf72 patients, four control individuals and four sporadic ALS patients using Multiplex Analysis of PolyA-linked Sequences method. Results: Hierarchical clustering of expression values for all genes showed that the four C9orf72 patient lines had an expression profile distinct from control and sporadic ALS lines. Statistical comparison of expression values between the four C9orf72 lines and the four control lines revealed that 122 genes were upregulated (defined by a False Discovery Rate FDR<0.05) and 34 genes were downregulated (defined by a False Discovery Rate FDR <0.05) in C9orf72 patient fibroblasts. Conclusions: A genome wide RNA signature can be defined in fibroblasts with C9orf72 expansion. ASO-mediated reduction of C9orf72 RNA levels in fibroblasts with the hexanucleotide expansion efficiently reduced accumulation of GGGGCC RNA foci. This did not, however, generate a reversal of the C9orf72 RNA profile. Overall design: Use of Multiplex Analysis of PolyA-linked Sequences to identify expression changes in fibroblasts from amyotrophic lateral sclerosis and frontotemporal dementia patients harboring an hexanucleotide expansion in the C9orf72 gene.","SRP032165",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP032165",5,3,24,6,20.8333333333333,12.5,100,25,FALSE,FALSE,TRUE,FALSE
"1134",24,"human","Our studies indicate that glucose and acetate can regulate histone acetylation by altering the acetyl-CoA concentrations in the cell. The purpose of this study was to to determine whether specific gene sets correlated with acetyl-CoA availability. We conclude that 10% of glucose-regulated genes are acetyl-CoA regulated genes (genes suppressed or induced by low glucose and reversed by acetate). Acetate usually regulated gene expression in the same direction as glucose, suggesting that acetyl-CoA is a key mediator of glucose-dependent gene expression. Overall design: The experiments were performed in quadruplicates for each condition with a total of 12 samples","SRP041825",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041825",0,0,0,12,0,0,0,50,FALSE,FALSE,FALSE,FALSE
"1652",24,"human","Understanding distinct gene expression patterns of normal adult and developing fetal human pancreatic a and b cells is crucial for developing stem cell therapies, islet regeneration strategies, and therapies designed to increase b cell function in patients with diabetes (type 1 or 2). Toward that end, we have developed methods to highly purify a, b, and d cells from human fetal and adult pancreata by intracellular staining for the cell-specific hormone content, sorting the sub-populations by flow cytometry and, using next generation RNA sequencing, we report on the detailed transcriptomes of fetal and adult a and b cells. We observed that human islet composition was not influenced by age, gender, or body mass index and transcripts for inflammatory gene products were noted in fetal b cells. In addition, within highly purified adult glucagon-expressing a cells, we observed surprisingly high insulin mRNA expression, but not insulin protein expression. This transcriptome analysis from highly purified islet a and b cell subsets from fetal and adult pancreata offers clear implications for strategies that seek to increase insulin expression in type 1 and type 2 diabetes. Overall design: RNA-sequencing of highly purified human adult and fetal islet cell subset was performed using our newly developed method. Using this data, we can study and compare the detailed transcriptome or alpha and beta cells during development.","SRP056835",FALSE,"https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP056835",0,0,0,13,0,0,0,54.1666666666667,FALSE,FALSE,FALSE,FALSE
