AvgSpotLen_l	BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	disease_state_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
128	SAMN02441930	SRX390439	Illumina Genome Analyzer II	3106	1610	SRR1047834	SRS513910	GSM1288373	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441930	SRX390439	Illumina Genome Analyzer II	3508	1835	SRR1047835	SRS513910	GSM1288373	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441930	SRX390439	Illumina Genome Analyzer II	3520	1834	SRR1047836	SRS513910	GSM1288373	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441930	SRX390439	Illumina Genome Analyzer II	3543	1846	SRR1047837	SRS513910	GSM1288373	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
102	SAMN02441933	SRX390440	Illumina Genome Analyzer II	2383	1064	SRR1047838	SRS513911	GSM1288374	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441933	SRX390440	Illumina Genome Analyzer II	3193	1667	SRR1047839	SRS513911	GSM1288374	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441933	SRX390440	Illumina Genome Analyzer II	2772	1405	SRR1047840	SRS513911	GSM1288374	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441933	SRX390440	Illumina Genome Analyzer II	3474	1712	SRR1047841	SRS513911	GSM1288374	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441933	SRX390440	Illumina Genome Analyzer II	3616	1804	SRR1047842	SRS513911	GSM1288374	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
102	SAMN02441945	SRX390441	Illumina Genome Analyzer II	2471	1019	SRR1047843	SRS513912	GSM1288375	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441945	SRX390441	Illumina Genome Analyzer II	2910	1532	SRR1047844	SRS513912	GSM1288375	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441945	SRX390441	Illumina Genome Analyzer II	3241	1619	SRR1047845	SRS513912	GSM1288375	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441945	SRX390441	Illumina Genome Analyzer II	3305	1714	SRR1047846	SRS513912	GSM1288375	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441945	SRX390441	Illumina Genome Analyzer II	2992	1541	SRR1047847	SRS513912	GSM1288375	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
102	SAMN02441932	SRX390442	Illumina Genome Analyzer II	2350	1033	SRR1047848	SRS513913	GSM1288376	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441932	SRX390442	Illumina Genome Analyzer II	3079	1573	SRR1047849	SRS513913	GSM1288376	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441932	SRX390442	Illumina Genome Analyzer II	3501	1798	SRR1047850	SRS513913	GSM1288376	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441932	SRX390442	Illumina Genome Analyzer II	3486	1780	SRR1047851	SRS513913	GSM1288376	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441932	SRX390442	Illumina Genome Analyzer II	3551	1814	SRR1047852	SRS513913	GSM1288376	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
102	SAMN02441934	SRX390443	Illumina Genome Analyzer II	3030	1341	SRR1047853	SRS513914	GSM1288377	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441934	SRX390443	Illumina Genome Analyzer II	3597	1873	SRR1047854	SRS513914	GSM1288377	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441934	SRX390443	Illumina Genome Analyzer II	3645	1916	SRR1047855	SRS513914	GSM1288377	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441934	SRX390443	Illumina Genome Analyzer II	3610	1910	SRR1047856	SRS513914	GSM1288377	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441934	SRX390443	Illumina Genome Analyzer II	3278	1689	SRR1047857	SRS513914	GSM1288377	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
102	SAMN02441944	SRX390444	Illumina Genome Analyzer II	2715	1255	SRR1047858	SRS513915	GSM1288378	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441944	SRX390444	Illumina Genome Analyzer II	3401	1822	SRR1047859	SRS513915	GSM1288378	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441944	SRX390444	Illumina Genome Analyzer II	3496	1842	SRR1047860	SRS513915	GSM1288378	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441944	SRX390444	Illumina Genome Analyzer II	3471	1821	SRR1047861	SRS513915	GSM1288378	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
128	SAMN02441944	SRX390444	Illumina Genome Analyzer II	3430	1782	SRR1047862	SRS513915	GSM1288378	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441935	SRX390445	Illumina HiSeq 1000	49843	35161	SRR1047863	SRS513916	GSM1288379	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441936	SRX390446	Illumina HiSeq 1000	36316	24508	SRR1047864	SRS513917	GSM1288380	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441948	SRX390447	Illumina HiSeq 1000	40681	27985	SRR1047865	SRS513918	GSM1288381	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441938	SRX390448	Illumina HiSeq 1000	38725	26458	SRR1047866	SRS513919	GSM1288382	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441941	SRX390449	Illumina HiSeq 1000	43440	30390	SRR1047867	SRS513920	GSM1288383	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441950	SRX390450	Illumina HiSeq 1000	42662	29890	SRR1047868	SRS513921	GSM1288384	BD	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441939	SRX390451	Illumina HiSeq 1000	42815	29771	SRR1047869	SRS513922	GSM1288385	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441937	SRX390452	Illumina HiSeq 1000	42435	29226	SRR1047870	SRS513923	GSM1288386	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441943	SRX390453	Illumina HiSeq 1000	39090	26900	SRR1047871	SRS513924	GSM1288387	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441940	SRX390454	Illumina HiSeq 1000	39104	26914	SRR1047872	SRS513925	GSM1288388	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441942	SRX390455	Illumina HiSeq 1000	34090	23473	SRR1047873	SRS513926	GSM1288389	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
202	SAMN02441947	SRX390456	Illumina HiSeq 1000	35173	24702	SRR1047874	SRS513927	GSM1288390	Control	RNA-Seq	PRJNA231202	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	2013-12-11	Homo sapiens	ILLUMINA	2014-01-08	SRP033725	postmortem brain	dorsolateral prefrontal cortex
